id,phone,child_id,name,score,light
57,+19493440720,1014,RSDQB,0,green
58,+19493440720,1014,RSDQH,9,red
59,+19493440720,1014,RSDQP,1,green
60,+19493440720,1015,RSDQE,6,red
61,+19493440720,1015,RSDQB,10,red
62,+19493440720,1015,RSDQH,2,green
63,+19493440720,1015,RSDQP,5,red
64,+19493440720,1016,RSDQE,9,red
65,+19493440720,1016,RSDQB,8,red
66,+19493440720,1016,RSDQH,5,green
67,+19493440720,1016,RSDQP,5,red
68,+19493440720,1017,RSDQE,5,red
69,+19493440720,1017,RSDQB,8,red
70,+19493440720,1017,RSDQH,5,green
71,+19493440720,1017,RSDQP,1,green
72,+19493440720,1018,RSDQE,1,green
73,+19493440720,1018,RSDQB,10,red
74,+19493440720,1018,RSDQH,9,red
75,+19493440720,1018,RSDQP,5,red
76,+19493440720,1019,RSDQE,9,red
77,+19493440720,1019,RSDQB,5,red
78,+19493440720,1019,RSDQH,1,green
79,+19493440720,1019,RSDQP,4,red
80,+19493440720,1020,RSDQE,4,orange
81,+19493440720,1020,RSDQB,7,red
82,+19493440720,1020,RSDQH,7,red
83,+19493440720,1020,RSDQP,1,green
84,+19493440720,1021,RSDQE,5,red
85,+19493440720,1021,RSDQB,8,red
86,+19493440720,1021,RSDQH,7,red
87,+19493440720,1021,RSDQP,2,green
88,+19493440720,1022,RSDQE,8,red
89,+19493440720,1022,RSDQB,8,red
90,+19493440720,1022,RSDQH,8,red
91,+19493440720,1022,RSDQP,1,green
92,+19493440720,1023,RSDQE,3,green
93,+19493440720,1023,RSDQB,7,red
94,+19493440720,1023,RSDQH,5,green
95,+19493440720,1023,RSDQP,7,red
96,+19493440720,1024,RSDQE,1,green
97,+19493440720,1024,RSDQB,7,red
98,+19493440720,1024,RSDQH,1,green
99,+19493440720,1024,RSDQP,3,orange
100,+19493440720,1025,RSDQE,4,orange
101,+19493440720,1025,RSDQB,10,red
102,+19493440720,1025,RSDQH,0,green
103,+19493440720,1025,RSDQP,2,green
104,+19493440720,1026,RSDQE,10,red
105,+19493440720,1026,RSDQB,10,red
106,+19493440720,1026,RSDQH,4,green
107,+19493440720,1026,RSDQP,5,red
108,+19493440720,1027,RSDQE,3,green
109,+19493440720,1027,RSDQB,10,red
110,+19493440720,1027,RSDQH,8,red
111,+19493440720,1027,RSDQP,4,red
112,+19493440720,1028,RSDQE,6,red
113,+19493440720,1028,RSDQB,9,red
114,+19493440720,1028,RSDQH,2,green
115,+19493440720,1028,RSDQP,9,red
116,+19493440720,1029,RSDQE,8,red
117,+19493440720,1029,RSDQB,9,red
118,+19493440720,1029,RSDQH,8,red
119,+19493440720,1029,RSDQP,2,green
120,+19493440720,1030,RSDQE,3,green
121,+19493440720,1030,RSDQB,1,green
122,+19493440720,1030,RSDQH,6,orange
123,+19493440720,1030,RSDQP,8,red
124,+19493440720,1031,RSDQE,5,red
125,+19493440720,1031,RSDQB,0,green
126,+19493440720,1031,RSDQH,2,green
127,+19493440720,1031,RSDQP,3,orange
128,+19493440720,1032,RSDQE,4,orange
129,+19493440720,1032,RSDQB,7,red
130,+19493440720,1032,RSDQH,8,red
131,+19493440720,1032,RSDQP,0,green
132,+19493440720,1033,RSDQE,6,red
133,+19493440720,1033,RSDQB,9,red
134,+19493440720,1033,RSDQH,7,red
135,+19493440720,1033,RSDQP,9,red
136,+19493440720,1034,RSDQE,0,green
137,+19493440720,1034,RSDQB,2,green
138,+19493440720,1034,RSDQH,5,green
139,+19493440720,1034,RSDQP,9,red
140,+19493440720,1035,RSDQE,2,green
141,+19493440720,1035,RSDQB,0,green
142,+19493440720,1035,RSDQH,7,red
143,+19493440720,1035,RSDQP,4,red
144,+19493440720,1036,RSDQE,9,red
145,+19493440720,1036,RSDQB,8,red
146,+19493440720,1036,RSDQH,6,orange
147,+19493440720,1036,RSDQP,10,red
148,+19493440720,1037,RSDQE,10,red
149,+19493440720,1037,RSDQB,8,red
150,+19493440720,1037,RSDQH,5,green
151,+19493440720,1037,RSDQP,8,red
152,+19493440720,1038,RSDQE,9,red
153,+19493440720,1038,RSDQB,9,red
154,+19493440720,1038,RSDQH,9,red
155,+19493440720,1038,RSDQP,4,red
156,+19493440720,1039,RSDQE,10,red
157,+19493440720,1039,RSDQB,8,red
158,+19493440720,1039,RSDQH,5,green
159,+19493440720,1039,RSDQP,0,green
160,+19493440720,1040,RSDQE,2,green
161,+19493440720,1040,RSDQB,8,red
162,+19493440720,1040,RSDQH,8,red
163,+19493440720,1040,RSDQP,8,red
164,+19493440720,1041,RSDQE,5,red
165,+19493440720,1041,RSDQB,5,red
166,+19493440720,1041,RSDQH,0,green
167,+19493440720,1041,RSDQP,6,red
168,+19493440720,1042,RSDQE,10,red
169,+19493440720,1042,RSDQB,1,green
170,+19493440720,1042,RSDQH,0,green
171,+19493440720,1042,RSDQP,8,red
172,+19493440720,1043,RSDQE,1,green
173,+19493440720,1043,RSDQB,8,red
174,+19493440720,1043,RSDQH,7,red
175,+19493440720,1043,RSDQP,6,red
176,+19493440720,1044,RSDQE,9,red
177,+19493440720,1044,RSDQB,1,green
178,+19493440720,1044,RSDQH,1,green
179,+19493440720,1044,RSDQP,9,red
180,+19493440720,1045,RSDQE,4,orange
181,+19493440720,1045,RSDQB,3,orange
182,+19493440720,1045,RSDQH,3,green
183,+19493440720,1045,RSDQP,3,orange
184,+19493440720,1046,RSDQE,7,red
185,+19493440720,1046,RSDQB,6,red
186,+19493440720,1046,RSDQH,0,green
187,+19493440720,1046,RSDQP,5,red
188,+19493440720,1047,RSDQE,6,red
189,+19493440720,1047,RSDQB,6,red
190,+19493440720,1047,RSDQH,1,green
191,+19493440720,1047,RSDQP,5,red
192,+19493440720,1048,RSDQE,9,red
193,+19493440720,1048,RSDQB,7,red
194,+19493440720,1048,RSDQH,6,orange
195,+19493440720,1048,RSDQP,0,green
196,+19493440720,1049,RSDQE,4,orange
197,+19493440720,1049,RSDQB,0,green
198,+19493440720,1049,RSDQH,1,green
199,+19493440720,1049,RSDQP,9,red
200,+19493440720,1050,RSDQE,8,red
201,+19493440720,1050,RSDQB,10,red
202,+19493440720,1050,RSDQH,0,green
203,+19493440720,1050,RSDQP,4,red
204,+19493440720,1051,RSDQE,6,red
205,+19493440720,1051,RSDQB,7,red
206,+19493440720,1051,RSDQH,2,green
207,+19493440720,1051,RSDQP,3,orange
208,+19493440720,1052,RSDQE,1,green
209,+19493440720,1052,RSDQB,6,red
210,+19493440720,1052,RSDQH,2,green
211,+19493440720,1052,RSDQP,2,green
212,+19493440720,1053,RSDQE,8,red
213,+19493440720,1053,RSDQB,4,red
214,+19493440720,1053,RSDQH,6,orange
215,+19493440720,1053,RSDQP,6,red
216,+19493440720,1054,RSDQE,3,green
217,+19493440720,1054,RSDQB,2,green
218,+19493440720,1054,RSDQH,10,red
219,+19493440720,1054,RSDQP,9,red
220,+19493440720,1055,RSDQE,7,red
221,+19493440720,1055,RSDQB,6,red
222,+19493440720,1055,RSDQH,1,green
223,+19493440720,1055,RSDQP,8,red
224,+19493440720,1056,RSDQE,10,red
225,+19493440720,1056,RSDQB,4,red
226,+19493440720,1056,RSDQH,3,green
227,+19493440720,1056,RSDQP,0,green
228,+19493440720,1057,RSDQE,7,red
229,+19493440720,1057,RSDQB,2,green
230,+19493440720,1057,RSDQH,6,orange
231,+19493440720,1057,RSDQP,9,red
232,+19493440720,1058,RSDQE,7,red
233,+19493440720,1058,RSDQB,4,red
234,+19493440720,1058,RSDQH,2,green
235,+19493440720,1058,RSDQP,6,red
236,+19493440720,1059,RSDQE,8,red
237,+19493440720,1059,RSDQB,7,red
238,+19493440720,1059,RSDQH,9,red
239,+19493440720,1059,RSDQP,9,red
240,+19493440720,1060,RSDQE,9,red
241,+19493440720,1060,RSDQB,2,green
242,+19493440720,1060,RSDQH,9,red
243,+19493440720,1060,RSDQP,6,red
244,+19493440720,1061,RSDQE,0,green
245,+19493440720,1061,RSDQB,3,orange
246,+19493440720,1061,RSDQH,6,orange
247,+19493440720,1061,RSDQP,1,green
248,+19493440720,1062,RSDQE,2,green
249,+19493440720,1062,RSDQB,4,red
250,+19493440720,1062,RSDQH,0,green
251,+19493440720,1062,RSDQP,10,red
252,+19493440720,1063,RSDQE,10,red
253,+19493440720,1063,RSDQB,0,green
254,+19493440720,1063,RSDQH,6,orange
255,+19493440720,1063,RSDQP,10,red
256,+19493440720,1064,RSDQE,5,red
257,+19493440720,1064,RSDQB,2,green
258,+19493440720,1064,RSDQH,6,orange
259,+19493440720,1064,RSDQP,2,green
260,+19493440720,1065,RSDQE,4,orange
261,+19493440720,1065,RSDQB,3,orange
262,+19493440720,1065,RSDQH,9,red
263,+19493440720,1065,RSDQP,9,red
264,+19493440720,1066,RSDQE,8,red
265,+19493440720,1066,RSDQB,8,red
266,+19493440720,1066,RSDQH,4,green
267,+19493440720,1066,RSDQP,9,red
268,+19493440720,1067,RSDQE,9,red
269,+19493440720,1067,RSDQB,8,red
270,+19493440720,1067,RSDQH,5,green
271,+19493440720,1067,RSDQP,3,orange
272,+19493440720,1068,RSDQE,5,red
273,+19493440720,1068,RSDQB,10,red
274,+19493440720,1068,RSDQH,7,red
275,+19493440720,1068,RSDQP,0,green
276,+19493440720,1069,RSDQE,10,red
277,+19493440720,1069,RSDQB,9,red
278,+19493440720,1069,RSDQH,0,green
279,+19493440720,1069,RSDQP,8,red
280,+19493440720,1070,RSDQE,4,orange
281,+19493440720,1070,RSDQB,8,red
282,+19493440720,1070,RSDQH,5,green
283,+19493440720,1070,RSDQP,5,red
284,+19493440720,1071,RSDQE,5,red
285,+19493440720,1071,RSDQB,6,red
286,+19493440720,1071,RSDQH,7,red
287,+19493440720,1071,RSDQP,5,red
288,+19493440720,1072,RSDQE,2,green
289,+19493440720,1072,RSDQB,10,red
290,+19493440720,1072,RSDQH,0,green
291,+19493440720,1072,RSDQP,1,green
292,+19493440720,1073,RSDQE,9,red
293,+19493440720,1073,RSDQB,6,red
294,+19493440720,1073,RSDQH,0,green
295,+19493440720,1073,RSDQP,1,green
296,+19493440720,1074,RSDQE,2,green
297,+19493440720,1074,RSDQB,7,red
298,+19493440720,1074,RSDQH,7,red
299,+19493440720,1074,RSDQP,3,orange
300,+19493440720,1075,RSDQE,8,red
301,+19493440720,1075,RSDQB,9,red
302,+19493440720,1075,RSDQH,1,green
303,+19493440720,1075,RSDQP,6,red
304,+19493440720,1076,RSDQE,0,green
305,+19493440720,1076,RSDQB,1,green
306,+19493440720,1076,RSDQH,8,red
307,+19493440720,1076,RSDQP,9,red
308,+19493440720,1077,RSDQE,7,red
309,+19493440720,1077,RSDQB,9,red
310,+19493440720,1077,RSDQH,6,orange
311,+19493440720,1077,RSDQP,1,green
312,+19493440720,1078,RSDQE,7,red
313,+19493440720,1078,RSDQB,1,green
314,+19493440720,1078,RSDQH,3,green
315,+19493440720,1078,RSDQP,3,orange
316,+19493440720,1079,RSDQE,10,red
317,+19493440720,1079,RSDQB,8,red
318,+19493440720,1079,RSDQH,5,green
319,+19493440720,1079,RSDQP,4,red
320,+19493440720,1080,RSDQE,10,red
321,+19493440720,1080,RSDQB,8,red
322,+19493440720,1080,RSDQH,2,green
323,+19493440720,1080,RSDQP,7,red
324,+19493440720,1081,RSDQE,0,green
325,+19493440720,1081,RSDQB,9,red
326,+19493440720,1081,RSDQH,6,orange
327,+19493440720,1081,RSDQP,5,red
328,+19493440720,1082,RSDQE,6,red
329,+19493440720,1082,RSDQB,1,green
330,+19493440720,1082,RSDQH,7,red
331,+19493440720,1082,RSDQP,1,green
332,+19493440720,1083,RSDQE,4,orange
333,+19493440720,1083,RSDQB,3,orange
334,+19493440720,1083,RSDQH,0,green
335,+19493440720,1083,RSDQP,0,green
336,+19493440720,1084,RSDQE,4,orange
337,+19493440720,1084,RSDQB,1,green
338,+19493440720,1084,RSDQH,2,green
339,+19493440720,1084,RSDQP,9,red
340,+19493440720,1085,RSDQE,2,green
341,+19493440720,1085,RSDQB,0,green
342,+19493440720,1085,RSDQH,8,red
343,+19493440720,1085,RSDQP,4,red
344,+19493440720,1086,RSDQE,1,green
345,+19493440720,1086,RSDQB,1,green
346,+19493440720,1086,RSDQH,7,red
347,+19493440720,1086,RSDQP,8,red
348,+19493440720,1087,RSDQE,4,orange
349,+19493440720,1087,RSDQB,8,red
350,+19493440720,1087,RSDQH,4,green
351,+19493440720,1087,RSDQP,5,red
352,+19493440720,1088,RSDQE,9,red
353,+19493440720,1088,RSDQB,9,red
354,+19493440720,1088,RSDQH,7,red
355,+19493440720,1088,RSDQP,3,orange
356,+19493440720,1089,RSDQE,8,red
357,+19493440720,1089,RSDQB,7,red
358,+19493440720,1089,RSDQH,9,red
359,+19493440720,1089,RSDQP,10,red
360,+19493440720,1090,RSDQE,4,orange
361,+19493440720,1090,RSDQB,10,red
362,+19493440720,1090,RSDQH,9,red
363,+19493440720,1090,RSDQP,3,orange
364,+19493440720,1091,RSDQE,9,red
365,+19493440720,1091,RSDQB,2,green
366,+19493440720,1091,RSDQH,7,red
367,+19493440720,1091,RSDQP,8,red
368,+19493440720,1092,RSDQE,3,green
369,+19493440720,1092,RSDQB,9,red
370,+19493440720,1092,RSDQH,5,green
371,+19493440720,1092,RSDQP,9,red
372,+19493440720,1093,RSDQE,1,green
373,+19493440720,1093,RSDQB,1,green
374,+19493440720,1093,RSDQH,5,green
375,+19493440720,1093,RSDQP,2,green
376,+19493440720,1094,RSDQE,4,orange
377,+19493440720,1094,RSDQB,0,green
378,+19493440720,1094,RSDQH,6,orange
379,+19493440720,1094,RSDQP,7,red
380,+19493440720,1095,RSDQE,5,red
381,+19493440720,1095,RSDQB,6,red
382,+19493440720,1095,RSDQH,4,green
383,+19493440720,1095,RSDQP,0,green
384,+19493440720,1096,RSDQE,10,red
385,+19493440720,1096,RSDQB,6,red
386,+19493440720,1096,RSDQH,7,red
387,+19493440720,1096,RSDQP,0,green
388,+19493440720,1097,RSDQE,8,red
389,+19493440720,1097,RSDQB,6,red
390,+19493440720,1097,RSDQH,9,red
391,+19493440720,1097,RSDQP,3,orange
392,+19493440720,1098,RSDQE,3,green
393,+19493440720,1098,RSDQB,10,red
394,+19493440720,1098,RSDQH,6,orange
395,+19493440720,1098,RSDQP,3,orange
396,+19493440720,1099,RSDQE,3,green
397,+19493440720,1099,RSDQB,0,green
398,+19493440720,1099,RSDQH,8,red
399,+19493440720,1099,RSDQP,10,red
400,+19493440720,1100,RSDQE,4,orange
401,+19493440720,1100,RSDQB,2,green
402,+19493440720,1100,RSDQH,0,green
403,+19493440720,1100,RSDQP,1,green
404,+19493440720,1101,RSDQE,9,red
405,+19493440720,1101,RSDQB,7,red
406,+19493440720,1101,RSDQH,5,green
407,+19493440720,1101,RSDQP,5,red
408,+19493440720,1102,RSDQE,5,red
409,+19493440720,1102,RSDQB,3,orange
410,+19493440720,1102,RSDQH,9,red
411,+19493440720,1102,RSDQP,7,red
412,+19493440720,1103,RSDQE,7,red
413,+19493440720,1103,RSDQB,0,green
414,+19493440720,1103,RSDQH,0,green
415,+19493440720,1103,RSDQP,0,green
416,+19493440720,1104,RSDQE,5,red
417,+19493440720,1104,RSDQB,8,red
418,+19493440720,1104,RSDQH,2,green
419,+19493440720,1104,RSDQP,5,red
420,+19493440720,1105,RSDQE,7,red
421,+19493440720,1105,RSDQB,4,red
422,+19493440720,1105,RSDQH,7,red
423,+19493440720,1105,RSDQP,7,red
424,+19493440720,1106,RSDQE,5,red
425,+19493440720,1106,RSDQB,3,orange
426,+19493440720,1106,RSDQH,3,green
427,+19493440720,1106,RSDQP,0,green
428,+19493440720,1107,RSDQE,8,red
429,+19493440720,1107,RSDQB,4,red
430,+19493440720,1107,RSDQH,0,green
431,+19493440720,1107,RSDQP,5,red
432,+19493440720,1108,RSDQE,2,green
433,+19493440720,1108,RSDQB,9,red
434,+19493440720,1108,RSDQH,4,green
435,+19493440720,1108,RSDQP,7,red
436,+19493440720,1109,RSDQE,5,red
437,+19493440720,1109,RSDQB,5,red
438,+19493440720,1109,RSDQH,5,green
439,+19493440720,1109,RSDQP,9,red
440,+19493440720,1110,RSDQE,2,green
441,+19493440720,1110,RSDQB,5,red
442,+19493440720,1110,RSDQH,2,green
443,+19493440720,1110,RSDQP,0,green
444,+19493440720,1111,RSDQE,1,green
445,+19493440720,1111,RSDQB,6,red
446,+19493440720,1111,RSDQH,3,green
447,+19493440720,1111,RSDQP,3,orange
448,+19493440720,1112,RSDQE,9,red
449,+19493440720,1112,RSDQB,9,red
450,+19493440720,1112,RSDQH,3,green
451,+19493440720,1112,RSDQP,3,orange
452,+19493440720,1113,RSDQE,6,red
453,+19493440720,1113,RSDQB,7,red
454,+19493440720,1113,RSDQH,2,green
455,+19493440720,1113,RSDQP,6,red
456,+19493440720,1114,RSDQE,9,red
457,+19493440720,1114,RSDQB,5,red
458,+19493440720,1114,RSDQH,1,green
459,+19493440720,1114,RSDQP,1,green
460,+19493440720,1115,RSDQE,0,green
461,+19493440720,1115,RSDQB,6,red
462,+19493440720,1115,RSDQH,9,red
463,+19493440720,1115,RSDQP,0,green
464,+19493440720,1116,RSDQE,9,red
465,+19493440720,1116,RSDQB,10,red
466,+19493440720,1116,RSDQH,4,green
467,+19493440720,1116,RSDQP,2,green
468,+19493440720,1117,RSDQE,10,red
469,+19493440720,1117,RSDQB,5,red
470,+19493440720,1117,RSDQH,6,orange
471,+19493440720,1117,RSDQP,10,red
472,+19493440720,1118,RSDQE,10,red
473,+19493440720,1118,RSDQB,3,orange
474,+19493440720,1118,RSDQH,9,red
475,+19493440720,1118,RSDQP,0,green
476,+19493440720,1119,RSDQE,9,red
477,+19493440720,1119,RSDQB,1,green
478,+19493440720,1119,RSDQH,6,orange
479,+19493440720,1119,RSDQP,0,green
480,+19493440720,1120,RSDQE,0,green
481,+19493440720,1120,RSDQB,10,red
482,+19493440720,1120,RSDQH,6,orange
483,+19493440720,1120,RSDQP,0,green
484,+19493440720,1121,RSDQE,9,red
485,+19493440720,1121,RSDQB,9,red
486,+19493440720,1121,RSDQH,0,green
487,+19493440720,1121,RSDQP,9,red
488,+19493440720,1122,RSDQE,8,red
489,+19493440720,1122,RSDQB,6,red
490,+19493440720,1122,RSDQH,6,orange
491,+19493440720,1122,RSDQP,3,orange
492,+19493440720,1123,RSDQE,3,green
493,+19493440720,1123,RSDQB,8,red
494,+19493440720,1123,RSDQH,10,red
495,+19493440720,1123,RSDQP,5,red
496,+19493440720,1124,RSDQE,3,green
497,+19493440720,1124,RSDQB,1,green
498,+19493440720,1124,RSDQH,4,green
499,+19493440720,1124,RSDQP,7,red
500,+19493440720,1125,RSDQE,6,red
501,+19493440720,1125,RSDQB,10,red
502,+19493440720,1125,RSDQH,7,red
503,+19493440720,1125,RSDQP,9,red
504,+19493440720,1126,RSDQE,9,red
505,+19493440720,1126,RSDQB,10,red
506,+19493440720,1126,RSDQH,1,green
507,+19493440720,1126,RSDQP,0,green
508,+19493440720,1127,RSDQE,8,red
509,+19493440720,1127,RSDQB,5,red
510,+19493440720,1127,RSDQH,1,green
511,+19493440720,1127,RSDQP,3,orange
512,+19493440720,1128,RSDQE,7,red
513,+19493440720,1128,RSDQB,9,red
514,+19493440720,1128,RSDQH,2,green
515,+19493440720,1128,RSDQP,4,red
516,+19493440720,1129,RSDQE,4,orange
517,+19493440720,1129,RSDQB,4,red
518,+19493440720,1129,RSDQH,8,red
519,+19493440720,1129,RSDQP,4,red
520,+19493440720,1130,RSDQE,6,red
521,+19493440720,1130,RSDQB,5,red
522,+19493440720,1130,RSDQH,8,red
523,+19493440720,1130,RSDQP,4,red
524,+19493440720,1131,RSDQE,4,orange
525,+19493440720,1131,RSDQB,3,orange
526,+19493440720,1131,RSDQH,7,red
527,+19493440720,1131,RSDQP,0,green
528,+19493440720,1132,RSDQE,0,green
529,+19493440720,1132,RSDQB,10,red
530,+19493440720,1132,RSDQH,9,red
531,+19493440720,1132,RSDQP,1,green
532,+19493440720,1133,RSDQE,8,red
533,+19493440720,1133,RSDQB,6,red
534,+19493440720,1133,RSDQH,1,green
535,+19493440720,1133,RSDQP,8,red
536,+19493440720,1134,RSDQE,6,red
537,+19493440720,1134,RSDQB,7,red
538,+19493440720,1134,RSDQH,1,green
539,+19493440720,1134,RSDQP,9,red
540,+19493440720,1135,RSDQE,2,green
541,+19493440720,1135,RSDQB,2,green
542,+19493440720,1135,RSDQH,5,green
543,+19493440720,1135,RSDQP,8,red
544,+19493440720,1136,RSDQE,9,red
545,+19493440720,1136,RSDQB,2,green
546,+19493440720,1136,RSDQH,7,red
547,+19493440720,1136,RSDQP,1,green
548,+19493440720,1137,RSDQE,7,red
549,+19493440720,1137,RSDQB,5,red
550,+19493440720,1137,RSDQH,10,red
551,+19493440720,1137,RSDQP,4,red
552,+19493440720,1138,RSDQE,3,green
553,+19493440720,1138,RSDQB,9,red
554,+19493440720,1138,RSDQH,2,green
555,+19493440720,1138,RSDQP,7,red
556,+19493440720,1139,RSDQE,1,green
557,+19493440720,1139,RSDQB,3,orange
558,+19493440720,1139,RSDQH,3,green
559,+19493440720,1139,RSDQP,0,green
560,+19493440720,1140,RSDQE,5,red
561,+19493440720,1140,RSDQB,7,red
562,+19493440720,1140,RSDQH,5,green
563,+19493440720,1140,RSDQP,10,red
564,+19493440720,1141,RSDQE,8,red
565,+19493440720,1141,RSDQB,1,green
566,+19493440720,1141,RSDQH,6,orange
567,+19493440720,1141,RSDQP,9,red
568,+19493440720,1142,RSDQE,0,green
569,+19493440720,1142,RSDQB,8,red
570,+19493440720,1142,RSDQH,3,green
571,+19493440720,1142,RSDQP,9,red
572,+19493440720,1143,RSDQE,2,green
573,+19493440720,1143,RSDQB,1,green
574,+19493440720,1143,RSDQH,10,red
575,+19493440720,1143,RSDQP,5,red
576,+19493440720,1144,RSDQE,7,red
577,+19493440720,1144,RSDQB,5,red
578,+19493440720,1144,RSDQH,4,green
579,+19493440720,1144,RSDQP,1,green
580,+19493440720,1145,RSDQE,4,orange
581,+19493440720,1145,RSDQB,6,red
582,+19493440720,1145,RSDQH,8,red
583,+19493440720,1145,RSDQP,6,red
584,+19493440720,1146,RSDQE,6,red
585,+19493440720,1146,RSDQB,2,green
586,+19493440720,1146,RSDQH,8,red
587,+19493440720,1146,RSDQP,2,green
588,+19493440720,1147,RSDQE,8,red
589,+19493440720,1147,RSDQB,6,red
590,+19493440720,1147,RSDQH,10,red
591,+19493440720,1147,RSDQP,1,green
592,+19493440720,1148,RSDQE,2,green
593,+19493440720,1148,RSDQB,5,red
594,+19493440720,1148,RSDQH,1,green
595,+19493440720,1148,RSDQP,5,red
596,+19493440720,1149,RSDQE,3,green
597,+19493440720,1149,RSDQB,10,red
598,+19493440720,1149,RSDQH,7,red
599,+19493440720,1149,RSDQP,4,red
600,+19493440720,1150,RSDQE,1,green
601,+19493440720,1150,RSDQB,7,red
602,+19493440720,1150,RSDQH,9,red
603,+19493440720,1150,RSDQP,6,red
604,+19493440720,1151,RSDQE,2,green
605,+19493440720,1151,RSDQB,7,red
606,+19493440720,1151,RSDQH,3,green
607,+19493440720,1151,RSDQP,1,green
608,+19493440720,1152,RSDQE,5,red
609,+19493440720,1152,RSDQB,4,red
610,+19493440720,1152,RSDQH,0,green
611,+19493440720,1152,RSDQP,5,red
612,+19493440720,1153,RSDQE,10,red
613,+19493440720,1153,RSDQB,5,red
614,+19493440720,1153,RSDQH,2,green
615,+19493440720,1153,RSDQP,1,green
616,+19493440720,1154,RSDQE,1,green
617,+19493440720,1154,RSDQB,5,red
618,+19493440720,1154,RSDQH,1,green
619,+19493440720,1154,RSDQP,0,green
620,+19493440720,1155,RSDQE,9,red
621,+19493440720,1155,RSDQB,2,green
622,+19493440720,1155,RSDQH,2,green
623,+19493440720,1155,RSDQP,8,red
624,+19493440720,1156,RSDQE,9,red
625,+19493440720,1156,RSDQB,10,red
626,+19493440720,1156,RSDQH,3,green
627,+19493440720,1156,RSDQP,7,red
628,+19493440720,1157,RSDQE,4,orange
629,+19493440720,1157,RSDQB,5,red
630,+19493440720,1157,RSDQH,4,green
631,+19493440720,1157,RSDQP,7,red
632,+19493440720,1158,RSDQE,4,orange
633,+19493440720,1158,RSDQB,5,red
634,+19493440720,1158,RSDQH,6,orange
635,+19493440720,1158,RSDQP,3,orange
636,+19493440720,1159,RSDQE,7,red
637,+19493440720,1159,RSDQB,5,red
638,+19493440720,1159,RSDQH,7,red
639,+19493440720,1159,RSDQP,8,red
640,+19493440720,1160,RSDQE,5,red
641,+19493440720,1160,RSDQB,1,green
642,+19493440720,1160,RSDQH,3,green
643,+19493440720,1160,RSDQP,4,red
644,+19493440720,1161,RSDQE,1,green
645,+19493440720,1161,RSDQB,2,green
646,+19493440720,1161,RSDQH,2,green
647,+19493440720,1161,RSDQP,2,green
648,+19493440720,1162,RSDQE,4,orange
649,+19493440720,1162,RSDQB,6,red
650,+19493440720,1162,RSDQH,9,red
651,+19493440720,1162,RSDQP,6,red
652,+19493440720,1163,RSDQE,2,green
653,+19493440720,1163,RSDQB,3,orange
654,+19493440720,1163,RSDQH,2,green
655,+19493440720,1163,RSDQP,0,green
656,+19493440720,1164,RSDQE,1,green
657,+19493440720,1164,RSDQB,6,red
658,+19493440720,1164,RSDQH,3,green
659,+19493440720,1164,RSDQP,5,red
660,+19493440720,1165,RSDQE,9,red
661,+19493440720,1165,RSDQB,3,orange
