id,phone,child_id,name,score,light
177,+19493440720,1044,RSDQB,4,red
178,+19493440720,1044,RSDQH,4,green
179,+19493440720,1044,RSDQP,6,red
180,+19493440720,1045,RSDQE,6,red
181,+19493440720,1045,RSDQB,2,green
182,+19493440720,1045,RSDQH,8,red
183,+19493440720,1045,RSDQP,0,green
184,+19493440720,1046,RSDQE,10,red
185,+19493440720,1046,RSDQB,0,green
186,+19493440720,1046,RSDQH,4,green
187,+19493440720,1046,RSDQP,3,orange
188,+19493440720,1047,RSDQE,10,red
189,+19493440720,1047,RSDQB,9,red
190,+19493440720,1047,RSDQH,8,red
191,+19493440720,1047,RSDQP,3,orange
192,+19493440720,1048,RSDQE,8,red
193,+19493440720,1048,RSDQB,9,red
194,+19493440720,1048,RSDQH,9,red
195,+19493440720,1048,RSDQP,2,green
196,+19493440720,1049,RSDQE,7,red
197,+19493440720,1049,RSDQB,1,green
198,+19493440720,1049,RSDQH,5,green
199,+19493440720,1049,RSDQP,0,green
200,+19493440720,1050,RSDQE,0,green
201,+19493440720,1050,RSDQB,2,green
202,+19493440720,1050,RSDQH,7,red
203,+19493440720,1050,RSDQP,1,green
204,+19493440720,1051,RSDQE,9,red
205,+19493440720,1051,RSDQB,10,red
206,+19493440720,1051,RSDQH,1,green
207,+19493440720,1051,RSDQP,1,green
208,+19493440720,1052,RSDQE,0,green
209,+19493440720,1052,RSDQB,0,green
210,+19493440720,1052,RSDQH,10,red
211,+19493440720,1052,RSDQP,1,green
212,+19493440720,1053,RSDQE,8,red
213,+19493440720,1053,RSDQB,10,red
214,+19493440720,1053,RSDQH,0,green
215,+19493440720,1053,RSDQP,1,green
216,+19493440720,1054,RSDQE,10,red
217,+19493440720,1054,RSDQB,7,red
218,+19493440720,1054,RSDQH,6,orange
219,+19493440720,1054,RSDQP,2,green
220,+19493440720,1055,RSDQE,7,red
221,+19493440720,1055,RSDQB,2,green
222,+19493440720,1055,RSDQH,10,red
223,+19493440720,1055,RSDQP,10,red
224,+19493440720,1056,RSDQE,4,orange
225,+19493440720,1056,RSDQB,9,red
226,+19493440720,1056,RSDQH,3,green
227,+19493440720,1056,RSDQP,5,red
228,+19493440720,1057,RSDQE,3,green
229,+19493440720,1057,RSDQB,9,red
230,+19493440720,1057,RSDQH,7,red
231,+19493440720,1057,RSDQP,1,green
232,+19493440720,1058,RSDQE,3,green
233,+19493440720,1058,RSDQB,1,green
234,+19493440720,1058,RSDQH,6,orange
235,+19493440720,1058,RSDQP,9,red
236,+19493440720,1059,RSDQE,8,red
237,+19493440720,1059,RSDQB,10,red
238,+19493440720,1059,RSDQH,2,green
239,+19493440720,1059,RSDQP,6,red
240,+19493440720,1060,RSDQE,7,red
241,+19493440720,1060,RSDQB,6,red
242,+19493440720,1060,RSDQH,4,green
243,+19493440720,1060,RSDQP,4,red
244,+19493440720,1061,RSDQE,0,green
245,+19493440720,1061,RSDQB,6,red
246,+19493440720,1061,RSDQH,9,red
247,+19493440720,1061,RSDQP,10,red
248,+19493440720,1062,RSDQE,2,green
249,+19493440720,1062,RSDQB,1,green
250,+19493440720,1062,RSDQH,6,orange
251,+19493440720,1062,RSDQP,8,red
252,+19493440720,1063,RSDQE,3,green
253,+19493440720,1063,RSDQB,6,red
254,+19493440720,1063,RSDQH,5,green
255,+19493440720,1063,RSDQP,10,red
256,+19493440720,1064,RSDQE,3,green
257,+19493440720,1064,RSDQB,5,red
258,+19493440720,1064,RSDQH,6,orange
259,+19493440720,1064,RSDQP,8,red
260,+19493440720,1065,RSDQE,9,red
261,+19493440720,1065,RSDQB,3,orange
262,+19493440720,1065,RSDQH,6,orange
263,+19493440720,1065,RSDQP,7,red
264,+19493440720,1066,RSDQE,0,green
265,+19493440720,1066,RSDQB,2,green
266,+19493440720,1066,RSDQH,10,red
267,+19493440720,1066,RSDQP,9,red
268,+19493440720,1067,RSDQE,5,red
269,+19493440720,1067,RSDQB,1,green
270,+19493440720,1067,RSDQH,9,red
271,+19493440720,1067,RSDQP,0,green
272,+19493440720,1068,RSDQE,1,green
273,+19493440720,1068,RSDQB,5,red
274,+19493440720,1068,RSDQH,0,green
275,+19493440720,1068,RSDQP,7,red
276,+19493440720,1069,RSDQE,5,red
277,+19493440720,1069,RSDQB,1,green
278,+19493440720,1069,RSDQH,2,green
279,+19493440720,1069,RSDQP,0,green
280,+19493440720,1070,RSDQE,6,red
281,+19493440720,1070,RSDQB,2,green
282,+19493440720,1070,RSDQH,1,green
283,+19493440720,1070,RSDQP,0,green
284,+19493440720,1071,RSDQE,0,green
285,+19493440720,1071,RSDQB,10,red
286,+19493440720,1071,RSDQH,1,green
287,+19493440720,1071,RSDQP,3,orange
288,+19493440720,1072,RSDQE,8,red
289,+19493440720,1072,RSDQB,0,green
290,+19493440720,1072,RSDQH,4,green
291,+19493440720,1072,RSDQP,5,red
292,+19493440720,1073,RSDQE,0,green
293,+19493440720,1073,RSDQB,6,red
294,+19493440720,1073,RSDQH,4,green
295,+19493440720,1073,RSDQP,10,red
296,+19493440720,1074,RSDQE,2,green
297,+19493440720,1074,RSDQB,0,green
298,+19493440720,1074,RSDQH,5,green
299,+19493440720,1074,RSDQP,10,red
300,+19493440720,1075,RSDQE,10,red
301,+19493440720,1075,RSDQB,8,red
302,+19493440720,1075,RSDQH,0,green
303,+19493440720,1075,RSDQP,1,green
304,+19493440720,1076,RSDQE,0,green
305,+19493440720,1076,RSDQB,10,red
306,+19493440720,1076,RSDQH,5,green
307,+19493440720,1076,RSDQP,1,green
308,+19493440720,1077,RSDQE,2,green
309,+19493440720,1077,RSDQB,7,red
310,+19493440720,1077,RSDQH,3,green
311,+19493440720,1077,RSDQP,4,red
312,+19493440720,1078,RSDQE,7,red
313,+19493440720,1078,RSDQB,0,green
314,+19493440720,1078,RSDQH,1,green
315,+19493440720,1078,RSDQP,8,red
316,+19493440720,1079,RSDQE,5,red
317,+19493440720,1079,RSDQB,2,green
318,+19493440720,1079,RSDQH,2,green
319,+19493440720,1079,RSDQP,9,red
320,+19493440720,1080,RSDQE,4,orange
321,+19493440720,1080,RSDQB,4,red
322,+19493440720,1080,RSDQH,6,orange
323,+19493440720,1080,RSDQP,0,green
324,+19493440720,1081,RSDQE,3,green
325,+19493440720,1081,RSDQB,7,red
326,+19493440720,1081,RSDQH,0,green
327,+19493440720,1081,RSDQP,5,red
328,+19493440720,1082,RSDQE,4,orange
329,+19493440720,1082,RSDQB,5,red
330,+19493440720,1082,RSDQH,4,green
331,+19493440720,1082,RSDQP,10,red
332,+19493440720,1083,RSDQE,4,orange
333,+19493440720,1083,RSDQB,2,green
334,+19493440720,1083,RSDQH,3,green
335,+19493440720,1083,RSDQP,5,red
336,+19493440720,1084,RSDQE,4,orange
337,+19493440720,1084,RSDQB,7,red
338,+19493440720,1084,RSDQH,3,green
339,+19493440720,1084,RSDQP,3,orange
340,+19493440720,1085,RSDQE,6,red
341,+19493440720,1085,RSDQB,4,red
342,+19493440720,1085,RSDQH,1,green
343,+19493440720,1085,RSDQP,8,red
344,+19493440720,1086,RSDQE,10,red
345,+19493440720,1086,RSDQB,2,green
346,+19493440720,1086,RSDQH,3,green
347,+19493440720,1086,RSDQP,10,red
348,+19493440720,1087,RSDQE,8,red
349,+19493440720,1087,RSDQB,4,red
350,+19493440720,1087,RSDQH,8,red
351,+19493440720,1087,RSDQP,3,orange
352,+19493440720,1088,RSDQE,0,green
353,+19493440720,1088,RSDQB,2,green
354,+19493440720,1088,RSDQH,1,green
355,+19493440720,1088,RSDQP,9,red
356,+19493440720,1089,RSDQE,9,red
357,+19493440720,1089,RSDQB,5,red
358,+19493440720,1089,RSDQH,5,green
359,+19493440720,1089,RSDQP,4,red
360,+19493440720,1090,RSDQE,2,green
361,+19493440720,1090,RSDQB,0,green
362,+19493440720,1090,RSDQH,0,green
363,+19493440720,1090,RSDQP,5,red
364,+19493440720,1091,RSDQE,5,red
365,+19493440720,1091,RSDQB,3,orange
366,+19493440720,1091,RSDQH,8,red
367,+19493440720,1091,RSDQP,5,red
368,+19493440720,1092,RSDQE,7,red
369,+19493440720,1092,RSDQB,0,green
370,+19493440720,1092,RSDQH,10,red
371,+19493440720,1092,RSDQP,2,green
372,+19493440720,1093,RSDQE,2,green
373,+19493440720,1093,RSDQB,8,red
374,+19493440720,1093,RSDQH,1,green
375,+19493440720,1093,RSDQP,10,red
376,+19493440720,1094,RSDQE,0,green
377,+19493440720,1094,RSDQB,2,green
378,+19493440720,1094,RSDQH,5,green
379,+19493440720,1094,RSDQP,2,green
380,+19493440720,1095,RSDQE,6,red
381,+19493440720,1095,RSDQB,5,red
382,+19493440720,1095,RSDQH,5,green
383,+19493440720,1095,RSDQP,5,red
384,+19493440720,1096,RSDQE,7,red
385,+19493440720,1096,RSDQB,1,green
386,+19493440720,1096,RSDQH,0,green
387,+19493440720,1096,RSDQP,10,red
388,+19493440720,1097,RSDQE,6,red
389,+19493440720,1097,RSDQB,4,red
390,+19493440720,1097,RSDQH,10,red
391,+19493440720,1097,RSDQP,0,green
392,+19493440720,1098,RSDQE,8,red
393,+19493440720,1098,RSDQB,0,green
394,+19493440720,1098,RSDQH,7,red
395,+19493440720,1098,RSDQP,4,red
396,+19493440720,1099,RSDQE,7,red
397,+19493440720,1099,RSDQB,1,green
398,+19493440720,1099,RSDQH,3,green
399,+19493440720,1099,RSDQP,3,orange
400,+19493440720,1100,RSDQE,9,red
401,+19493440720,1100,RSDQB,5,red
402,+19493440720,1100,RSDQH,0,green
403,+19493440720,1100,RSDQP,8,red
404,+19493440720,1101,RSDQE,4,orange
405,+19493440720,1101,RSDQB,0,green
406,+19493440720,1101,RSDQH,9,red
407,+19493440720,1101,RSDQP,5,red
408,+19493440720,1102,RSDQE,7,red
409,+19493440720,1102,RSDQB,1,green
410,+19493440720,1102,RSDQH,0,green
411,+19493440720,1102,RSDQP,9,red
412,+19493440720,1103,RSDQE,5,red
413,+19493440720,1103,RSDQB,10,red
414,+19493440720,1103,RSDQH,5,green
415,+19493440720,1103,RSDQP,4,red
416,+19493440720,1104,RSDQE,10,red
417,+19493440720,1104,RSDQB,6,red
418,+19493440720,1104,RSDQH,0,green
419,+19493440720,1104,RSDQP,9,red
420,+19493440720,1105,RSDQE,0,green
421,+19493440720,1105,RSDQB,7,red
422,+19493440720,1105,RSDQH,7,red
423,+19493440720,1105,RSDQP,6,red
424,+19493440720,1106,RSDQE,1,green
425,+19493440720,1106,RSDQB,5,red
426,+19493440720,1106,RSDQH,4,green
427,+19493440720,1106,RSDQP,1,green
428,+19493440720,1107,RSDQE,7,red
429,+19493440720,1107,RSDQB,6,red
430,+19493440720,1107,RSDQH,4,green
431,+19493440720,1107,RSDQP,6,red
432,+19493440720,1108,RSDQE,5,red
433,+19493440720,1108,RSDQB,8,red
434,+19493440720,1108,RSDQH,0,green
435,+19493440720,1108,RSDQP,8,red
436,+19493440720,1109,RSDQE,10,red
437,+19493440720,1109,RSDQB,1,green
438,+19493440720,1109,RSDQH,1,green
439,+19493440720,1109,RSDQP,4,red
440,+19493440720,1110,RSDQE,5,red
441,+19493440720,1110,RSDQB,0,green
442,+19493440720,1110,RSDQH,8,red
443,+19493440720,1110,RSDQP,6,red
444,+19493440720,1111,RSDQE,7,red
445,+19493440720,1111,RSDQB,4,red
446,+19493440720,1111,RSDQH,6,orange
447,+19493440720,1111,RSDQP,3,orange
448,+19493440720,1112,RSDQE,0,green
449,+19493440720,1112,RSDQB,8,red
450,+19493440720,1112,RSDQH,1,green
451,+19493440720,1112,RSDQP,3,orange
452,+19493440720,1113,RSDQE,4,orange
453,+19493440720,1113,RSDQB,8,red
454,+19493440720,1113,RSDQH,7,red
455,+19493440720,1113,RSDQP,4,red
456,+19493440720,1114,RSDQE,8,red
457,+19493440720,1114,RSDQB,9,red
458,+19493440720,1114,RSDQH,4,green
459,+19493440720,1114,RSDQP,6,red
460,+19493440720,1115,RSDQE,9,red
461,+19493440720,1115,RSDQB,2,green
462,+19493440720,1115,RSDQH,0,green
463,+19493440720,1115,RSDQP,8,red
464,+19493440720,1116,RSDQE,8,red
465,+19493440720,1116,RSDQB,1,green
466,+19493440720,1116,RSDQH,0,green
467,+19493440720,1116,RSDQP,6,red
468,+19493440720,1117,RSDQE,2,green
469,+19493440720,1117,RSDQB,10,red
470,+19493440720,1117,RSDQH,5,green
471,+19493440720,1117,RSDQP,4,red
472,+19493440720,1118,RSDQE,7,red
473,+19493440720,1118,RSDQB,0,green
474,+19493440720,1118,RSDQH,5,green
475,+19493440720,1118,RSDQP,2,green
476,+19493440720,1119,RSDQE,0,green
477,+19493440720,1119,RSDQB,3,orange
478,+19493440720,1119,RSDQH,2,green
479,+19493440720,1119,RSDQP,3,orange
480,+19493440720,1120,RSDQE,7,red
481,+19493440720,1120,RSDQB,4,red
482,+19493440720,1120,RSDQH,9,red
483,+19493440720,1120,RSDQP,5,red
484,+19493440720,1121,RSDQE,10,red
485,+19493440720,1121,RSDQB,6,red
486,+19493440720,1121,RSDQH,4,green
487,+19493440720,1121,RSDQP,9,red
488,+19493440720,1122,RSDQE,0,green
489,+19493440720,1122,RSDQB,0,green
490,+19493440720,1122,RSDQH,5,green
491,+19493440720,1122,RSDQP,3,orange
492,+19493440720,1123,RSDQE,6,red
493,+19493440720,1123,RSDQB,8,red
494,+19493440720,1123,RSDQH,3,green
495,+19493440720,1123,RSDQP,4,red
496,+19493440720,1124,RSDQE,10,red
497,+19493440720,1124,RSDQB,0,green
498,+19493440720,1124,RSDQH,5,green
499,+19493440720,1124,RSDQP,7,red
500,+19493440720,1125,RSDQE,8,red
501,+19493440720,1125,RSDQB,8,red
502,+19493440720,1125,RSDQH,9,red
503,+19493440720,1125,RSDQP,6,red
504,+19493440720,1126,RSDQE,1,green
505,+19493440720,1126,RSDQB,7,red
506,+19493440720,1126,RSDQH,8,red
507,+19493440720,1126,RSDQP,5,red
508,+19493440720,1127,RSDQE,7,red
509,+19493440720,1127,RSDQB,0,green
510,+19493440720,1127,RSDQH,8,red
511,+19493440720,1127,RSDQP,1,green
512,+19493440720,1128,RSDQE,3,green
513,+19493440720,1128,RSDQB,10,red
514,+19493440720,1128,RSDQH,3,green
515,+19493440720,1128,RSDQP,6,red
516,+19493440720,1129,RSDQE,1,green
517,+19493440720,1129,RSDQB,7,red
518,+19493440720,1129,RSDQH,8,red
519,+19493440720,1129,RSDQP,0,green
520,+19493440720,1130,RSDQE,9,red
521,+19493440720,1130,RSDQB,0,green
522,+19493440720,1130,RSDQH,1,green
523,+19493440720,1130,RSDQP,10,red
524,+19493440720,1131,RSDQE,9,red
525,+19493440720,1131,RSDQB,9,red
526,+19493440720,1131,RSDQH,7,red
527,+19493440720,1131,RSDQP,4,red
528,+19493440720,1132,RSDQE,10,red
529,+19493440720,1132,RSDQB,9,red
530,+19493440720,1132,RSDQH,1,green
531,+19493440720,1132,RSDQP,5,red
532,+19493440720,1133,RSDQE,5,red
533,+19493440720,1133,RSDQB,6,red
534,+19493440720,1133,RSDQH,6,orange
535,+19493440720,1133,RSDQP,10,red
536,+19493440720,1134,RSDQE,6,red
537,+19493440720,1134,RSDQB,1,green
538,+19493440720,1134,RSDQH,3,green
539,+19493440720,1134,RSDQP,0,green
540,+19493440720,1135,RSDQE,0,green
541,+19493440720,1135,RSDQB,3,orange
542,+19493440720,1135,RSDQH,6,orange
543,+19493440720,1135,RSDQP,0,green
544,+19493440720,1136,RSDQE,1,green
545,+19493440720,1136,RSDQB,6,red
546,+19493440720,1136,RSDQH,5,green
547,+19493440720,1136,RSDQP,9,red
548,+19493440720,1137,RSDQE,1,green
549,+19493440720,1137,RSDQB,4,red
550,+19493440720,1137,RSDQH,10,red
551,+19493440720,1137,RSDQP,8,red
552,+19493440720,1138,RSDQE,2,green
553,+19493440720,1138,RSDQB,5,red
554,+19493440720,1138,RSDQH,9,red
555,+19493440720,1138,RSDQP,9,red
556,+19493440720,1139,RSDQE,4,orange
557,+19493440720,1139,RSDQB,6,red
558,+19493440720,1139,RSDQH,7,red
559,+19493440720,1139,RSDQP,1,green
560,+19493440720,1140,RSDQE,3,green
561,+19493440720,1140,RSDQB,4,red
562,+19493440720,1140,RSDQH,2,green
563,+19493440720,1140,RSDQP,10,red
564,+19493440720,1141,RSDQE,6,red
565,+19493440720,1141,RSDQB,6,red
566,+19493440720,1141,RSDQH,3,green
567,+19493440720,1141,RSDQP,1,green
568,+19493440720,1142,RSDQE,2,green
569,+19493440720,1142,RSDQB,5,red
570,+19493440720,1142,RSDQH,2,green
571,+19493440720,1142,RSDQP,3,orange
572,+19493440720,1143,RSDQE,1,green
573,+19493440720,1143,RSDQB,0,green
574,+19493440720,1143,RSDQH,8,red
575,+19493440720,1143,RSDQP,7,red
576,+19493440720,1144,RSDQE,0,green
577,+19493440720,1144,RSDQB,6,red
578,+19493440720,1144,RSDQH,4,green
579,+19493440720,1144,RSDQP,8,red
580,+19493440720,1145,RSDQE,3,green
581,+19493440720,1145,RSDQB,9,red
582,+19493440720,1145,RSDQH,3,green
583,+19493440720,1145,RSDQP,9,red
584,+19493440720,1146,RSDQE,3,green
585,+19493440720,1146,RSDQB,9,red
586,+19493440720,1146,RSDQH,4,green
587,+19493440720,1146,RSDQP,5,red
588,+19493440720,1147,RSDQE,0,green
589,+19493440720,1147,RSDQB,7,red
590,+19493440720,1147,RSDQH,0,green
591,+19493440720,1147,RSDQP,8,red
592,+19493440720,1148,RSDQE,5,red
593,+19493440720,1148,RSDQB,7,red
594,+19493440720,1148,RSDQH,1,green
595,+19493440720,1148,RSDQP,3,orange
596,+19493440720,1149,RSDQE,0,green
597,+19493440720,1149,RSDQB,3,orange
598,+19493440720,1149,RSDQH,6,orange
599,+19493440720,1149,RSDQP,2,green
600,+19493440720,1150,RSDQE,8,red
601,+19493440720,1150,RSDQB,0,green
602,+19493440720,1150,RSDQH,0,green
603,+19493440720,1150,RSDQP,4,red
604,+19493440720,1151,RSDQE,6,red
605,+19493440720,1151,RSDQB,8,red
606,+19493440720,1151,RSDQH,9,red
607,+19493440720,1151,RSDQP,10,red
608,+19493440720,1152,RSDQE,6,red
609,+19493440720,1152,RSDQB,0,green
610,+19493440720,1152,RSDQH,5,green
611,+19493440720,1152,RSDQP,1,green
612,+19493440720,1153,RSDQE,10,red
613,+19493440720,1153,RSDQB,8,red
614,+19493440720,1153,RSDQH,7,red
615,+19493440720,1153,RSDQP,6,red
616,+19493440720,1154,RSDQE,6,red
617,+19493440720,1154,RSDQB,9,red
618,+19493440720,1154,RSDQH,6,orange
619,+19493440720,1154,RSDQP,10,red
620,+19493440720,1155,RSDQE,6,red
621,+19493440720,1155,RSDQB,2,green
622,+19493440720,1155,RSDQH,6,orange
623,+19493440720,1155,RSDQP,6,red
624,+19493440720,1156,RSDQE,4,orange
625,+19493440720,1156,RSDQB,4,red
626,+19493440720,1156,RSDQH,2,green
627,+19493440720,1156,RSDQP,5,red
628,+19493440720,1157,RSDQE,7,red
629,+19493440720,1157,RSDQB,1,green
630,+19493440720,1157,RSDQH,5,green
631,+19493440720,1157,RSDQP,10,red
632,+19493440720,1158,RSDQE,9,red
633,+19493440720,1158,RSDQB,5,red
634,+19493440720,1158,RSDQH,5,green
635,+19493440720,1158,RSDQP,0,green
636,+19493440720,1159,RSDQE,5,red
637,+19493440720,1159,RSDQB,6,red
638,+19493440720,1159,RSDQH,3,green
639,+19493440720,1159,RSDQP,3,orange
640,+19493440720,1160,RSDQE,7,red
641,+19493440720,1160,RSDQB,7,red
642,+19493440720,1160,RSDQH,10,red
643,+19493440720,1160,RSDQP,6,red
644,+19493440720,1161,RSDQE,3,green
645,+19493440720,1161,RSDQB,1,green
646,+19493440720,1161,RSDQH,3,green
647,+19493440720,1161,RSDQP,7,red
648,+19493440720,1162,RSDQE,6,red
649,+19493440720,1162,RSDQB,2,green
650,+19493440720,1162,RSDQH,9,red
651,+19493440720,1162,RSDQP,4,red
652,+19493440720,1163,RSDQE,0,green
653,+19493440720,1163,RSDQB,3,orange
654,+19493440720,1163,RSDQH,7,red
655,+19493440720,1163,RSDQP,2,green
656,+19493440720,1164,RSDQE,10,red
657,+19493440720,1164,RSDQB,10,red
658,+19493440720,1164,RSDQH,3,green
659,+19493440720,1164,RSDQP,7,red
660,+19493440720,1165,RSDQE,3,green
661,+19493440720,1165,RSDQB,10,red
